129,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,129,
145,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,145,
129,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,129,
145,65,65,177,107,108,66,66,109,110,59,60,3,4,65,66,107,108,177,177,65,66,65,66,65,66,14,66,65,66,131,132,131,132,3,4,65,14,65,66,65,66,65,99,100,99,100,14,66,145,
129,143,144,193,123,124,66,65,125,126,75,76,19,20,66,65,123,124,193,193,66,65,66,65,66,65,66,65,66,65,147,148,148,147,19,20,66,65,66,65,66,65,66,115,116,115,116,65,66,129,
145,159,160,66,65,66,65,66,65,66,91,92,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,163,164,163,163,65,66,65,66,65,66,65,66,65,66,65,66,65,157,158,145,
129,175,176,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,173,174,129,
145,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,146,145,
129,146,130,130,162,162,130,130,130,130,180,130,130,162,162,130,130,130,130,130,130,130,180,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,162,162,130,130,146,129,
145,46,130,130,130,130,130,130,130,130,130,130,130,130,162,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,162,130,130,130,130,130,130,130,146,145,
129,146,130,130,130,111,112,111,112,130,130,130,130,130,130,130,130,130,130,130,162,162,130,130,130,130,130,130,130,130,130,130,130,130,130,130,162,130,130,130,130,130,130,180,130,130,130,130,30,129,
145,146,130,130,130,127,128,127,128,191,192,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,162,130,130,130,180,130,130,130,162,130,130,130,130,130,130,130,130,130,162,130,146,145,
129,146,130,130,130,130,130,130,130,207,208,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,162,162,130,130,130,130,130,130,130,130,130,130,130,130,130,130,191,192,130,130,130,146,129,
145,146,130,162,130,130,130,130,130,130,130,130,130,130,180,130,130,162,130,130,130,180,130,130,130,130,130,162,130,130,130,130,130,130,130,130,130,130,130,162,130,191,192,207,208,130,130,130,146,145,
129,146,130,162,130,130,130,130,130,130,162,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,207,208,146,146,130,130,130,146,129,
145,146,130,130,130,180,180,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,162,130,130,97,98,97,98,97,98,97,98,97,98,97,98,97,98,145,
129,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,97,98,97,98,97,98,130,130,130,130,130,130,130,130,130,113,114,113,114,113,114,113,114,113,114,113,114,113,114,129,
145,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,129,130,130,130,130,130,130,130,130,130,65,65,66,65,66,65,66,65,66,65,66,65,66,66,145,
65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,145,130,130,130,180,130,130,130,130,130,65,65,65,66,65,66,8,9,10,8,9,10,66,66,129,
65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,129,130,130,130,162,130,130,130,130,130,65,104,105,106,66,65,24,25,26,24,25,26,143,144,145,
65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,145,146,130,130,130,130,130,130,130,130,65,120,121,122,65,66,40,41,42,40,41,42,159,160,129,
65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,129,146,130,130,130,130,130,130,162,130,146,146,146,146,146,146,56,57,58,56,57,58,175,176,145,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,145,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,72,73,74,72,73,74,130,146,129,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,129,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,88,89,90,88,89,90,130,146,145,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,145,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,8,9,10,8,9,10,130,30,129,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,129,146,130,130,130,130,180,130,130,130,130,180,180,130,130,130,130,130,130,130,130,130,130,146,145,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,145,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,146,129,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,129,146,130,130,130,130,130,130,130,162,130,130,130,162,130,130,130,130,130,130,130,130,180,146,145,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,145,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,30,129,
129,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,129,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,162,180,130,130,130,146,145,
145,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,145,146,130,130,130,180,130,130,130,130,130,180,130,130,130,130,130,130,130,130,130,130,130,146,129,
129,66,65,66,65,66,65,66,65,66,65,66,65,66,129,65,66,65,66,65,66,65,66,65,66,65,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,146,145,
145,66,65,66,65,66,14,66,133,134,135,136,65,66,145,65,66,65,5,6,7,65,131,132,66,65,146,130,130,130,130,130,130,130,130,130,130,130,130,130,137,138,130,130,130,130,130,130,146,129,
129,66,65,66,65,66,65,66,149,150,151,152,65,66,129,65,66,65,21,22,23,65,147,148,66,65,146,130,130,130,130,130,162,130,130,130,130,130,130,130,153,154,130,130,130,130,130,130,146,145,
145,66,157,158,65,66,65,66,165,166,167,168,65,66,145,65,66,65,66,65,66,65,163,164,66,65,146,130,130,130,130,130,130,130,130,130,130,130,130,130,169,170,130,130,130,130,130,180,146,129,
145,146,173,174,146,146,146,146,181,182,183,184,146,146,129,146,146,146,146,146,146,146,146,146,146,146,146,180,130,130,130,130,130,130,130,130,130,216,130,130,194,195,196,130,130,219,130,130,146,145,
129,146,130,130,130,130,130,130,130,130,130,130,130,130,145,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,232,233,130,210,211,212,130,234,235,130,130,146,129,
145,146,130,162,130,130,130,130,130,180,180,130,130,130,2,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,248,249,130,226,139,140,130,250,251,130,130,146,145,
129,146,130,130,238,239,240,130,130,238,239,240,130,130,2,146,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,242,155,156,130,130,130,130,130,30,129,
145,146,130,130,254,255,256,130,130,254,255,256,130,130,2,146,130,130,130,130,130,162,162,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,171,172,130,130,130,180,130,146,145,
129,146,130,130,130,130,130,130,130,130,130,130,130,130,2,146,130,130,130,130,162,162,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,162,130,130,130,130,130,130,130,180,130,146,129,
145,146,130,130,238,239,240,130,130,238,239,240,130,130,130,130,130,180,130,130,130,130,130,130,130,130,130,130,130,130,162,130,130,130,130,130,130,162,162,130,130,130,130,130,130,130,130,130,146,145,
129,146,130,130,254,255,256,130,162,254,255,256,130,130,130,130,130,130,130,130,130,130,130,130,180,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,146,129,
145,146,130,130,130,130,130,130,130,162,130,130,130,130,130,130,130,130,130,130,130,130,130,130,180,130,130,130,130,130,130,130,130,130,130,130,130,130,180,130,130,130,130,130,130,130,130,130,146,145,
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,
65,65,65,65,65,65,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,
65,66,65,66,65,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,145,
65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,129,
65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,145
